pl_name,pl_letter,hd_name,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,pul_flag
HAT-P-31 b,,,,,,,,,,,,0.0
HAT-P-32 b,,,,,,,,,,,,0.0
HAT-P-33 b,,,,,,,,,,,,0.0
HAT-P-34 b,,,,,,,,,,,,0.0
HAT-P-35 b,,,,,,,,,,,,0.0
HAT-P-36 b,,,,,,,,,,,,0.0
HAT-P-37 b,,,,,,,,,,,,0.0
HAT-P-38 b,,,,,,,,,,,,0.0
HAT-P-39 b,,,,,,,,,,,,0.0
HAT-P-4 b,,,,,,,,,,,,0.0
HAT-P-40 b,,,,,,,,,,,,0.0
HAT-P-41 b,,,,,,,,,,,,0.0
HAT-P-42 b,,,,,,,,,,,,0.0
HAT-P-43 b,,,,,,,,,,,,0.0
HAT-P-44 b,,,,,,,,,,,,0.0
HAT-P-44 c,,,,,,,,,,,,0.0
HAT-P-45 b,,,,,,,,,,,,0.0
HAT-P-46 b,,,,,,,,,,,,0.0
HAT-P-49 b,,,,,,,,,,,,0.0
HAT-P-5 b,,,,,,,,,,,,0.0
HAT-P-50 b,,,,,,,,,,,,0.0
HAT-P-51 b,,,,,,,,,,,,0.0
HAT-P-52 b,,,,,,,,,,,,0.0
HAT-P-53 b,,,,,,,,,,,,0.0
HAT-P-54 b,,,,,,,,,,,,0.0
HAT-P-55 b,,,,,,,,,,,,0.0
HAT-P-56 b,,,,,,,,,,,,0.0
HAT-P-57 b,,,,,,,,,,,,0.0
HAT-P-58 b,,,,,,,,,,,,0.0
HAT-P-59 b,,,,,,,,,,,,0.0
HAT-P-6 b,,,,,,,,,,,,0.0
HAT-P-60 b,,,,,,,,,,,,0.0
HAT-P-61 b,,,,,,,,,,,,0.0
HAT-P-62 b,,,,,,,,,,,,0.0
HAT-P-63 b,,,,,,,,,,,,0.0
HAT-P-64 b,,,,,,,,,,,,0.0
HAT-P-65 b,,,,,,,,,,,,0.0
HAT-P-66 b,,,,,,,,,,,,0.0
HAT-P-67 b,,,,,,,,,,,,0.0
HAT-P-68 b,,,,,,,,,,,,0.0
HAT-P-69 b,,,,,,,,,,,,0.0
HAT-P-7 b,,,,,,,,,,,,0.0
HAT-P-70 b,,,,,,,,,,,,0.0
HAT-P-8 b,,,,,,,,,,,,0.0
HAT-P-9 b,,,,,,,,,,,,0.0
HATS-1 b,,,,,,,,,,,,0.0
HATS-10 b,,,,,,,,,,,,0.0
HATS-11 b,,,,,,,,,,,,0.0
HATS-12 b,,,,,,,,,,,,0.0
HATS-13 b,,,,,,,,,,,,0.0
HATS-14 b,,,,,,,,,,,,0.0
HATS-15 b,,,,,,,,,,,,0.0
HATS-16 b,,,,,,,,,,,,0.0
HATS-17 b,,,,,,,,,,,,0.0
HATS-18 b,,,,,,,,,,,,0.0
HATS-2 b,,,,,,,,,,,,0.0
HATS-22 b,,,,,,,,,,,,0.0
HATS-23 b,,,,,,,,,,,,0.0
HATS-24 b,,,,,,,,,,,,0.0
HATS-25 b,,,,,,,,,,,,0.0
HATS-26 b,,,,,,,,,,,,0.0
HATS-27 b,,,,,,,,,,,,0.0
HATS-28 b,,,,,,,,,,,,0.0
HATS-29 b,,,,,,,,,,,,0.0
HATS-3 b,,,,,,,,,,,,0.0
HATS-30 b,,,,,,,,,,,,0.0
HATS-31 b,,,,,,,,,,,,0.0
HATS-32 b,,,,,,,,,,,,0.0
HATS-33 b,,,,,,,,,,,,0.0
HATS-34 b,,,,,,,,,,,,0.0
HATS-35 b,,,,,,,,,,,,0.0
HATS-36 b,,,,,,,,,,,,0.0
HATS-37 A b,,,,,,,,,,,,0.0
HATS-38 b,,,,,,,,,,,,0.0
HATS-39 b,,,,,,,,,,,,0.0
HATS-4 b,,,,,,,,,,,,0.0
HATS-40 b,,,,,,,,,,,,0.0
HATS-41 b,,,,,,,,,,,,0.0
HATS-42 b,,,,,,,,,,,,0.0
HATS-43 b,,,,,,,,,,,,0.0
HATS-44 b,,,,,,,,,,,,0.0
HATS-45 b,,,,,,,,,,,,0.0
HATS-46 b,,,,,,,,,,,,0.0
HATS-47 b,,,,,,,,,,,,0.0
HATS-48 A b,,,,,,,,,,,,0.0
HATS-49 b,,,,,,,,,,,,0.0
HATS-5 b,,,,,,,,,,,,0.0
HATS-50 b,,,,,,,,,,,,0.0
HATS-51 b,,,,,,,,,,,,0.0
HATS-52 b,,,,,,,,,,,,0.0
HATS-53 b,,,,,,,,,,,,0.0
HATS-54 b,,,,,,,,,,,,0.0
HATS-55 b,,,,,,,,,,,,0.0
HATS-56 b,,,,,,,,,,,,0.0
HATS-57 b,,,,,,,,,,,,0.0
HATS-58 A b,,,,,,,,,,,,0.0
HATS-59 b,,,,,,,,,,,,0.0
HATS-59 c,,,,,,,,,,,,0.0
HATS-6 b,,,,,,,,,,,,0.0
HATS-60 b,,,,,,,,,,,,0.0
HATS-61 b,,,,,,,,,,,,0.0
HATS-62 b,,,,,,,,,,,,0.0
HATS-63 b,,,,,,,,,,,,0.0
HATS-64 b,,,,,,,,,,,,0.0
HATS-65 b,,,,,,,,,,,,0.0
HATS-66 b,,,,,,,,,,,,0.0
HATS-67 b,,,,,,,,,,,,0.0
HATS-68 b,,,,,,,,,,,,0.0
HATS-69 b,,,,,,,,,,,,0.0
HATS-7 b,,,,,,,,,,,,0.0
HATS-70 b,,,,,,,,,,,,0.0
HATS-71 b,,,,,,,,,,,,0.0
HATS-72 b,,,,,,,,,,,,0.0
HATS-74 A b,,,,,,,,,,,,0.0
HATS-75 b,,,,,,,,,,,,0.0
HATS-76 b,,,,,,,,,,,,0.0
HATS-77 b,,,,,,,,,,,,0.0
HATS-8 b,,,,,,,,,,,,0.0
HATS-9 b,,,,,,,,,,,,0.0
HD 100546 b,,,,,,,,,,,,0.0
HD 100655 b,,,,,,,,,,,,0.0
HD 100777 b,,,,,,,,,,,,0.0
HD 10180 c,,,,,,,,,,,,0.0
HD 10180 d,,,,,,,,,,,,0.0
HD 10180 e,,,,,,,,,,,,0.0
HD 10180 f,,,,,,,,,,,,0.0
HD 10180 g,,,,,,,,,,,,0.0
HD 10180 h,,,,,,,,,,,,0.0
HD 101930 b,,,,,,,,,,,,0.0
HD 102117 b,,,,,,,,,,,,0.0
HD 102195 b,,,,,,,,,,,,0.0
HD 102272 b,,,,,,,,,,,,0.0
HD 102329 b,,,,,,,,,,,,0.0
HD 102329 c,,,,,,,,,,,,0.0
HD 102365 b,,,,,,,,,,,,0.0
HD 102843 b,,,,,,,,,,,,0.0
HD 102956 b,,,,,,,,,,,,0.0
HD 103197 b,,,,,,,,,,,,0.0
HD 103720 b,,,,,,,,,,,,0.0
HD 103774 b,,,,,,,,,,,,0.0
HD 103891 b,,,,,,,,,,,,0.0
HD 103949 b,,,,,,,,,,,,0.0
HD 104067 b,,,,,,,,,,,,0.0
HD 10442 b,,,,,,,,,,,,0.0
HD 104985 b,,,,,,,,,,,,0.0
HD 105618 b,,,,,,,,,,,,0.0
HD 105618 c,,,,,,,,,,,,0.0
HD 105779 b,,,,,,,,,,,,0.0
HD 106252 b,,,,,,,,,,,,0.0
HD 106270 b,,,,,,,,,,,,0.0
HD 106315 b,,,,,,,,,,,,0.0
HD 106315 c,,,,,,,,,,,,0.0
HD 10647 b,,,,,,,,,,,,0.0
HD 106515 A b,,,,,,,,,,,,0.0
HD 106906 b,,,,,,,,,,,,0.0
HD 10697 b,,,,,,,,,,,,0.0
HD 107148 b,,,,,,,,,,,,0.0
HD 107148 c,,,,,,,,,,,,0.0
HD 108147 b,,,,,,,,,,,,0.0
HD 108236 b,,,,,,,,,,,,0.0
HD 108236 c,,,,,,,,,,,,0.0
HD 108236 d,,,,,,,,,,,,0.0
HD 108236 e,,,,,,,,,,,,0.0
HD 108236 f,,,,,,,,,,,,0.0
HD 108341 b,,,,,,,,,,,,0.0
HD 108863 b,,,,,,,,,,,,0.0
HD 108874 b,,,,,,,,,,,,0.0
HD 108874 c,,,,,,,,,,,,0.0
HD 109246 b,,,,,,,,,,,,0.0
HD 109271 b,,,,,,,,,,,,0.0
HD 109271 c,,,,,,,,,,,,0.0
HD 109286 b,,,,,,,,,,,,0.0
HD 109749 b,,,,,,,,,,,,0.0
HD 10975 b,,,,,,,,,,,,0.0
HD 109833 b,,,,,,,,,,,,0.0
HD 109833 c,,,,,,,,,,,,0.0
HD 109988 b,,,,,,,,,,,,0.0
HD 110014 b,,,,,,,,,,,,0.0
HD 110082 b,,,,,,,,,,,,0.0
HD 110113 b,,,,,,,,,,,,0.0
HD 110113 c,,,,,,,,,,,,0.0
HD 110537 b,,,,,,,,,,,,0.0
HD 11112 b,,,,,,,,,,,,0.0
HD 111232 b,,,,,,,,,,,,0.0
HD 111232 c,,,,,,,,,,,,0.0
HD 111591 b,,,,,,,,,,,,0.0
HD 111998 b,,,,,,,,,,,,0.0
HD 112640 b,,,,,,,,,,,,0.0
HD 113337 b,,,,,,,,,,,,0.0
HD 113337 c,,,,,,,,,,,,0.0
HD 11343 c,,,,,,,,,,,,0.0
HD 113538 b,,,,,,,,,,,,0.0
HD 113538 c,,,,,,,,,,,,0.0
HD 113996 b,,,,,,,,,,,,0.0
HD 114082 b,,,,,,,,,,,,0.0
HD 114386 b,,,,,,,,,,,,0.0
HD 114613 b,,,,,,,,,,,,0.0
HD 114729 b,,,,,,,,,,,,0.0
HD 114783 b,,,,,,,,,,,,0.0
HD 114783 c,,,,,,,,,,,,0.0
HD 11505 b,,,,,,,,,,,,0.0
HD 11506 b,,,,,,,,,,,,0.0
HD 11506 c,,,,,,,,,,,,0.0
HD 11506 d,,,,,,,,,,,,0.0
HD 115404 A b,,,,,,,,,,,,0.0
HD 115404 A c,,,,,,,,,,,,0.0
HD 115954 b,,,,,,,,,,,,0.0
HD 116029 b,,,,,,,,,,,,0.0
HD 116029 c,,,,,,,,,,,,0.0
HD 117207 b,,,,,,,,,,,,0.0
HD 11755 b,,,,,,,,,,,,0.0
HD 117618 b,,,,,,,,,,,,0.0
HD 118203 b,,,,,,,,,,,,0.0
HD 11964 b,,,,,,,,,,,,0.0
HD 11964 c,,,,,,,,,,,,0.0
HD 11977 b,,,,,,,,,,,,0.0
HD 120084 b,,,,,,,,,,,,0.0
HD 121504 b,,,,,,,,,,,,0.0
HD 12235 b,,,,,,,,,,,,0.0
HD 12235 c,,,,,,,,,,,,0.0
HD 122562 c,,,,,,,,,,,,0.0
HD 124330 b,,,,,,,,,,,,0.0
HD 12484 b,,,,,,,,,,,,0.0
HD 125271 b,,,,,,,,,,,,0.0
HD 125390 b,,,,,,,,,,,,0.0
HD 125595 b,,,,,,,,,,,,0.0
HD 125612 b,,,,,,,,,,,,0.0
HD 125612 c,,,,,,,,,,,,0.0
HD 125612 d,,,,,,,,,,,,0.0
HD 12648 b,,,,,,,,,,,,0.0
HD 126525 b,,,,,,,,,,,,0.0
HD 12661 b,,,,,,,,,,,,0.0
HD 12661 c,,,,,,,,,,,,0.0
HD 126614 b,,,,,,,,,,,,0.0
HD 127506 b,,,,,,,,,,,,0.0
HD 128311 b,,,,,,,,,,,,0.0
HD 128311 c,,,,,,,,,,,,0.0
HD 128356 b,,,,,,,,,,,,0.0
HD 129445 b,,,,,,,,,,,,0.0
HD 130322 b,,,,,,,,,,,,0.0
HD 131496 b,,,,,,,,,,,,0.0
HD 13167 b,,,,,,,,,,,,0.0
HD 13189 b,,,,,,,,,,,,0.0
HD 132406 b,,,,,,,,,,,,0.0
HD 132563 b,,,,,,,,,,,,0.0
HD 133131 A b,,,,,,,,,,,,0.0
HD 133131 A c,,,,,,,,,,,,0.0
HD 133131 B b,,,,,,,,,,,,0.0
HD 134060 b,,,,,,,,,,,,0.0
HD 134060 c,,,,,,,,,,,,0.0
HD 134987 b,,,,,,,,,,,,0.0
HD 134987 c,,,,,,,,,,,,0.0
HD 135872 b,,,,,,,,,,,,0.0
HD 136118 b,,,,,,,,,,,,0.0
HD 136352 b,,,,,,,,,,,,0.0
HD 136352 c,,,,,,,,,,,,0.0
HD 136352 d,,,,,,,,,,,,0.0
HD 136418 b,,,,,,,,,,,,0.0
HD 136925 b,,,,,,,,,,,,0.0
HD 13724 c,,,,,,,,,,,,0.0
HD 137388 b,,,,,,,,,,,,0.0
HD 137496 b,,,,,,,,,,,,0.0
HD 137496 c,,,,,,,,,,,,0.0
HD 13808 b,,,,,,,,,,,,0.0
HD 13808 c,,,,,,,,,,,,0.0
HD 13908 b,,,,,,,,,,,,0.0
HD 13908 c,,,,,,,,,,,,0.0
HD 13931 b,,,,,,,,,,,,0.0
HD 139357 b,,,,,,,,,,,,0.0
HD 1397 b,,,,,,,,,,,,0.0
HD 14067 b,,,,,,,,,,,,0.0
HD 140901 b,,,,,,,,,,,,0.0
HD 140901 c,,,,,,,,,,,,0.0
HD 141004 b,,,,,,,,,,,,0.0
HD 141399 b,,,,,,,,,,,,0.0
HD 141399 c,,,,,,,,,,,,0.0
HD 141399 d,,,,,,,,,,,,0.0
HD 141399 e,,,,,,,,,,,,0.0
HD 141937 b,,,,,,,,,,,,0.0
HD 142 A d,,,,,,,,,,,,0.0
HD 142 b,,,,,,,,,,,,0.0
HD 142 c,,,,,,,,,,,,0.0
HD 142022 A b,,,,,,,,,,,,0.0
HD 142245 b,,,,,,,,,,,,0.0
HD 142415 b,,,,,,,,,,,,0.0
HD 143105 b,,,,,,,,,,,,0.0
HD 143361 b,,,,,,,,,,,,0.0
HD 144899 b,,,,,,,,,,,,0.0
HD 145377 b,,,,,,,,,,,,0.0
HD 145457 b,,,,,,,,,,,,0.0
HD 145675 c,,,,,,,,,,,,0.0
HD 145934 b,,,,,,,,,,,,0.0
HD 1461 b,,,,,,,,,,,,0.0
HD 1461 c,,,,,,,,,,,,0.0
HD 147018 b,,,,,,,,,,,,0.0
HD 147018 c,,,,,,,,,,,,0.0
HD 147379 b,,,,,,,,,,,,0.0
HD 147513 b,,,,,,,,,,,,0.0
HD 14787 b,,,,,,,,,,,,0.0
HD 147873 b,,,,,,,,,,,,0.0
HD 147873 c,,,,,,,,,,,,0.0
HD 148156 b,,,,,,,,,,,,0.0
HD 148164 b,,,,,,,,,,,,0.0
HD 148164 c,,,,,,,,,,,,0.0
HD 148427 b,,,,,,,,,,,,0.0
HD 149026 b,,,,,,,,,,,,0.0
HD 149143 b,,,,,,,,,,,,0.0
HD 149806 b,,,,,,,,,,,,0.0
HD 150010 b,,,,,,,,,,,,0.0
HD 1502 b,,,,,,,,,,,,0.0
HD 150706 b,,,,,,,,,,,,0.0
HD 151450 b,,,,,,,,,,,,0.0
HD 151450 c,,,,,,,,,,,,0.0
HD 152079 b,,,,,,,,,,,,0.0
HD 152581 b,,,,,,,,,,,,0.0
HD 152843 b,,,,,,,,,,,,0.0
HD 152843 c,,,,,,,,,,,,0.0
HD 15337 b,,,,,,,,,,,,0.0
HD 15337 c,,,,,,,,,,,,0.0
HD 153557 b,,,,,,,,,,,,0.0
HD 153557 c,,,,,,,,,,,,0.0
HD 153557 d,,,,,,,,,,,,0.0
HD 153950 b,,,,,,,,,,,,0.0
HD 154088 b,,,,,,,,,,,,0.0
HD 154345 b,,,,,,,,,,,,0.0
HD 154672 b,,,,,,,,,,,,0.0
HD 154857 b,,,,,,,,,,,,0.0
HD 154857 c,,,,,,,,,,,,0.0
HD 155193 b,,,,,,,,,,,,0.0
HD 155358 b,,,,,,,,,,,,0.0
HD 155358 c,,,,,,,,,,,,0.0
HD 155918 b,,,,,,,,,,,,0.0
HD 155918 c,,,,,,,,,,,,0.0
HD 156098 b,,,,,,,,,,,,0.0
HD 156098 c,,,,,,,,,,,,0.0
HD 156279 b,,,,,,,,,,,,0.0
HD 156279 c,,,,,,,,,,,,0.0
HD 156411 b,,,,,,,,,,,,0.0
HD 156668 b,,,,,,,,,,,,0.0
HD 156668 c,,,,,,,,,,,,0.0
HD 156846 b,,,,,,,,,,,,0.0
HD 158038 b,,,,,,,,,,,,0.0
HD 158259 b,,,,,,,,,,,,0.0
HD 158259 c,,,,,,,,,,,,0.0
HD 158259 d,,,,,,,,,,,,0.0
HD 158259 e,,,,,,,,,,,,0.0
HD 158259 f,,,,,,,,,,,,0.0
HD 158996 b,,,,,,,,,,,,0.0
HD 15906 b,,,,,,,,,,,,0.0
HD 15906 c,,,,,,,,,,,,0.0
HD 159243 b,,,,,,,,,,,,0.0
HD 159243 c,,,,,,,,,,,,0.0
HD 159868 b,,,,,,,,,,,,0.0
HD 159868 c,,,,,,,,,,,,0.0
HD 1605 b,,,,,,,,,,,,0.0
HD 1605 c,,,,,,,,,,,,0.0
HD 160691 b,,,,,,,,,,,,0.0
HD 160691 c,,,,,,,,,,,,0.0
HD 160691 d,,,,,,,,,,,,0.0
HD 160691 e,,,,,,,,,,,,0.0
HD 161178 b,,,,,,,,,,,,0.0
HD 16141 b,,,,,,,,,,,,0.0
HD 16175 b,,,,,,,,,,,,0.0
HD 162020 b,,,,,,,,,,,,0.0
HD 163607 b,,,,,,,,,,,,0.0
HD 163607 c,,,,,,,,,,,,0.0
HD 16417 b,,,,,,,,,,,,0.0
HD 164509 b,,,,,,,,,,,,0.0
HD 164595 b,,,,,,,,,,,,0.0
HD 164604 b,,,,,,,,,,,,0.0
HD 164922 b,,,,,,,,,,,,0.0
HD 164922 c,,,,,,,,,,,,0.0
HD 164922 d,,,,,,,,,,,,0.0
HD 164922 e,,,,,,,,,,,,0.0
HD 165131 b,,,,,,,,,,,,0.0
HD 165155 b,,,,,,,,,,,,0.0
HD 1666 b,,,,,,,,,,,,0.0
HD 166724 b,,,,,,,,,,,,0.0
HD 167042 b,,,,,,,,,,,,0.0
HD 167677 b,,,,,,,,,,,,0.0
HD 167768 b,,,,,,,,,,,,0.0
HD 168009 b,,,,,,,,,,,,0.0
HD 168443 b,,,,,,,,,,,,0.0
HD 168443 c,,,,,,,,,,,,0.0
HD 168746 b,,,,,,,,,,,,0.0
HD 168863 b,,,,,,,,,,,,0.0
HD 1690 b,,,,,,,,,,,,0.0
HD 16905 b,,,,,,,,,,,,0.0
HD 169142 b,,,,,,,,,,,,0.0
HD 169830 b,,,,,,,,,,,,0.0
HD 169830 c,,,,,,,,,,,,0.0
HD 170469 b,,,,,,,,,,,,0.0
HD 17092 b,,,,,,,,,,,,0.0
HD 171028 b,,,,,,,,,,,,0.0
HD 171238 b,,,,,,,,,,,,0.0
HD 17156 b,,,,,,,,,,,,0.0
HD 173416 b,,,,,,,,,,,,0.0
HD 174205 b,,,,,,,,,,,,0.0
HD 175167 b,,,,,,,,,,,,0.0
HD 175541 b,,,,,,,,,,,,0.0
HD 175607 b,,,,,,,,,,,,0.0
HD 17674 b,,,,,,,,,,,,0.0
HD 176986 b,,,,,,,,,,,,0.0
HD 176986 c,,,,,,,,,,,,0.0
HD 177565 b,,,,,,,,,,,,0.0
HD 177830 b,,,,,,,,,,,,0.0
HD 177830 c,,,,,,,,,,,,0.0
HD 178911 B b,,,,,,,,,,,,0.0
HD 179079 b,,,,,,,,,,,,0.0
HD 179949 b,,,,,,,,,,,,0.0
HD 180053 b,,,,,,,,,,,,0.0
HD 18015 b,,,,,,,,,,,,0.0
HD 180314 b,,,,,,,,,,,,0.0
HD 180617 b,,,,,,,,,,,,0.0
HD 180902 b,,,,,,,,,,,,0.0
HD 181234 b,,,,,,,,,,,,0.0
HD 181342 b,,,,,,,,,,,,0.0
HD 18143 b,,,,,,,,,,,,0.0
HD 18143 c,,,,,,,,,,,,0.0
HD 181433 b,,,,,,,,,,,,0.0
HD 181433 c,,,,,,,,,,,,0.0
HD 181433 d,,,,,,,,,,,,0.0
HD 181720 b,,,,,,,,,,,,0.0
HD 183263 b,,,,,,,,,,,,0.0
HD 183263 c,,,,,,,,,,,,0.0
HD 183579 b,,,,,,,,,,,,0.0
HD 184010 b,,,,,,,,,,,,0.0
HD 184010 c,,,,,,,,,,,,0.0
HD 184010 d,,,,,,,,,,,,0.0
HD 18438 b,,,,,,,,,,,,0.0
HD 185269 b,,,,,,,,,,,,0.0
HD 18599 b,,,,,,,,,,,,0.0
HD 187085 b,,,,,,,,,,,,0.0
HD 187123 b,,,,,,,,,,,,0.0
HD 187123 c,,,,,,,,,,,,0.0
HD 18742 b,,,,,,,,,,,,0.0
HD 188015 b,,,,,,,,,,,,0.0
HD 188641 b,,,,,,,,,,,,0.0
HD 189567 b,,,,,,,,,,,,0.0
HD 189567 c,,,,,,,,,,,,0.0
HD 189733 b,,,,,,,,,,,,0.0
HD 190007 b,,,,,,,,,,,,0.0
HD 190228 b,,,,,,,,,,,,0.0
HD 190360 b,,,,,,,,,,,,0.0
HD 190360 c,,,,,,,,,,,,0.0
HD 190647 b,,,,,,,,,,,,0.0
HD 190984 b,,,,,,,,,,,,0.0
HD 191806 b,,,,,,,,,,,,0.0
HD 191939 b,,,,,,,,,,,,0.0
HD 191939 c,,,,,,,,,,,,0.0
HD 191939 d,,,,,,,,,,,,0.0
HD 191939 e,,,,,,,,,,,,0.0
HD 191939 f,,,,,,,,,,,,0.0
HD 191939 g,,,,,,,,,,,,0.0
HD 192263 b,,,,,,,,,,,,0.0
HD 192310 b,,,,,,,,,,,,0.0
HD 192310 c,,,,,,,,,,,,0.0
HD 192699 b,,,,,,,,,,,,0.0
HD 194490 b,,,,,,,,,,,,0.0
HD 195019 b,,,,,,,,,,,,0.0
HD 196050 b,,,,,,,,,,,,0.0
HD 196067 b,,,,,,,,,,,,0.0
HD 19615 b,,,,,,,,,,,,0.0
HD 196885 A b,,,,,,,,,,,,0.0
HD 197037 b,,,,,,,,,,,,0.0
HD 199509 b,,,,,,,,,,,,0.0
HD 19994 b,,,,,,,,,,,,0.0
HD 20003 b,,,,,,,,,,,,0.0
HD 20003 c,,,,,,,,,,,,0.0
HD 200964 b,,,,,,,,,,,,0.0
HD 200964 c,,,,,,,,,,,,0.0
HD 202206 c,,,,,,,,,,,,0.0
HD 202696 b,,,,,,,,,,,,0.0
HD 202696 c,,,,,,,,,,,,0.0
HD 202772 A b,,,,,,,,,,,,0.0
HD 203030 b,,,,,,,,,,,,0.0
HD 20329 b,,,,,,,,,,,,0.0
HD 203387 b,,,,,,,,,,,,0.0
HD 203387 c,,,,,,,,,,,,0.0
HD 2039 b,,,,,,,,,,,,0.0
HD 204313 b,,,,,,,,,,,,0.0
HD 204313 c,,,,,,,,,,,,0.0
HD 204313 e,,,,,,,,,,,,0.0
HD 204941 b,,,,,,,,,,,,0.0
HD 205158 b,,,,,,,,,,,,0.0
HD 205739 b,,,,,,,,,,,,0.0
HD 206255 b,,,,,,,,,,,,0.0
HD 206610 b,,,,,,,,,,,,0.0
HD 206893 b,,,,,,,,,,,,0.0
HD 206893 c,,,,,,,,,,,,0.0
HD 207496 b,,,,,,,,,,,,0.0
HD 20781 b,,,,,,,,,,,,0.0
HD 20781 c,,,,,,,,,,,,0.0
HD 20781 d,,,,,,,,,,,,0.0
HD 20781 e,,,,,,,,,,,,0.0
HD 20782 b,,,,,,,,,,,,0.0
HD 207832 b,,,,,,,,,,,,0.0
HD 207832 c,,,,,,,,,,,,0.0
HD 207897 b,,,,,,,,,,,,0.0
HD 20794 b,,,,,,,,,,,,0.0
HD 20794 c,,,,,,,,,,,,0.0
HD 20794 d,,,,,,,,,,,,0.0
HD 20794 e,,,,,,,,,,,,0.0
HD 208487 b,,,,,,,,,,,,0.0
HD 208527 b,,,,,,,,,,,,0.0
HD 20868 b,,,,,,,,,,,,0.0
HD 208897 b,,,,,,,,,,,,0.0
HD 209458 b,,,,,,,,,,,,0.0
HD 210193 b,,,,,,,,,,,,0.0
HD 210277 b,,,,,,,,,,,,0.0
HD 210702 b,,,,,,,,,,,,0.0
HD 211403 b,,,,,,,,,,,,0.0
HD 211810 b,,,,,,,,,,,,0.0
HD 211970 b,,,,,,,,,,,,0.0
HD 212301 b,,,,,,,,,,,,0.0
HD 212771 b,,,,,,,,,,,,0.0
HD 213240 b,,,,,,,,,,,,0.0
HD 213472 b,,,,,,,,,,,,0.0
HD 213519 b,,,,,,,,,,,,0.0
HD 213885 b,,,,,,,,,,,,0.0
HD 213885 c,,,,,,,,,,,,0.0
HD 21411 b,,,,,,,,,,,,0.0
HD 214823 b,,,,,,,,,,,,0.0
HD 215152 b,,,,,,,,,,,,0.0
HD 215152 c,,,,,,,,,,,,0.0
HD 215152 d,,,,,,,,,,,,0.0
HD 215152 e,,,,,,,,,,,,0.0
HD 215497 b,,,,,,,,,,,,0.0
HD 215497 c,,,,,,,,,,,,0.0
HD 216435 b,,,,,,,,,,,,0.0
HD 216437 b,,,,,,,,,,,,0.0
HD 216520 b,,,,,,,,,,,,0.0
HD 216520 c,,,,,,,,,,,,0.0
HD 216536 b,,,,,,,,,,,,0.0
HD 216770 b,,,,,,,,,,,,0.0
HD 21693 b,,,,,,,,,,,,0.0
HD 21693 c,,,,,,,,,,,,0.0
HD 217107 b,,,,,,,,,,,,0.0
HD 217107 c,,,,,,,,,,,,0.0
HD 21749 c,,,,,,,,,,,,0.0
HD 217786 b,,,,,,,,,,,,0.0
HD 217786 c,,,,,,,,,,,,0.0
HD 217958 b,,,,,,,,,,,,0.0
HD 218566 b,,,,,,,,,,,,0.0
HD 219077 b,,,,,,,,,,,,0.0
HD 219134 b,,,,,,,,,,,,0.0
HD 219134 c,,,,,,,,,,,,0.0
HD 219134 d,,,,,,,,,,,,0.0
HD 219134 f,,,,,,,,,,,,0.0
HD 219134 g,,,,,,,,,,,,0.0
HD 219134 h,,,,,,,,,,,,0.0
HD 219139 b,,,,,,,,,,,,0.0
HD 219415 b,,,,,,,,,,,,0.0
HD 219666 b,,,,,,,,,,,,0.0
HD 219828 b,,,,,,,,,,,,0.0
HD 219828 c,,,,,,,,,,,,0.0
HD 220074 b,,,,,,,,,,,,0.0
HD 220197 b,,,,,,,,,,,,0.0
HD 220689 b,,,,,,,,,,,,0.0
HD 220773 b,,,,,,,,,,,,0.0
HD 220842 b,,,,,,,,,,,,0.0
HD 221287 b,,,,,,,,,,,,0.0
HD 221416 b,,,,,,,,,,,,0.0
HD 221420 b,,,,,,,,,,,,0.0
HD 221585 b,,,,,,,,,,,,0.0
HD 222076 b,,,,,,,,,,,,0.0
HD 222155 b,,,,,,,,,,,,0.0
HD 222582 b,,,,,,,,,,,,0.0
HD 224538 b,,,,,,,,,,,,0.0
HD 224693 b,,,,,,,,,,,,0.0
HD 22496 b,,,,,,,,,,,,0.0
HD 22532 b,,,,,,,,,,,,0.0
HD 22781 b,,,,,,,,,,,,0.0
HD 22946 d,,,,,,,,,,,,0.0
HD 23079 b,,,,,,,,,,,,0.0
HD 23127 b,,,,,,,,,,,,0.0
HD 231701 b,,,,,,,,,,,,0.0
HD 233604 b,,,,,,,,,,,,0.0
HD 233832 b,,,,,,,,,,,,0.0
HD 23472 b,,,,,,,,,,,,0.0
HD 23472 c,,,,,,,,,,,,0.0
HD 23472 d,,,,,,,,,,,,0.0
HD 23472 e,,,,,,,,,,,,0.0
HD 23472 f,,,,,,,,,,,,0.0
HD 235088 b,,,,,,,,,,,,0.0
HD 23596 b,,,,,,,,,,,,0.0
HD 238090 b,,,,,,,,,,,,0.0
HD 238914 b,,,,,,,,,,,,0.0
HD 240210 b,,,,,,,,,,,,0.0
HD 240237 b,,,,,,,,,,,,0.0
HD 24040 b,,,,,,,,,,,,0.0
HD 24040 c,,,,,,,,,,,,0.0
HD 24064 b,,,,,,,,,,,,0.0
HD 24085 b,,,,,,,,,,,,0.0
HD 25015 b,,,,,,,,,,,,0.0
HD 25171 b,,,,,,,,,,,,0.0
HD 25723 b,,,,,,,,,,,,0.0
HD 25912 b,,,,,,,,,,,,0.0
HD 25912 c,,,,,,,,,,,,0.0
HD 260655 b,,,,,,,,,,,,0.0
