pl_name,pl_letter,hd_name,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,pul_flag
K2-321 b,b,,Gaia DR2 3856449627544923392,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-322 b,b,,Gaia DR2 3860369901894562304,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-323 b,b,,Gaia DR2 3859431674878660864,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-324 b,b,,Gaia DR2 3862378262961788288,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-325 b,b,,Gaia DR2 2439222638771000448,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-326 b,b,,Gaia DR2 2645727449501559680,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-329 b,b,,Gaia DR2 2632880927441296640,1.0,1.0,0.0,Transit,2020.0,Space,K2,0.95 m Kepler Telescope,
K2-33 b,b,,Gaia DR2 6245758900889486720,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-330 b,b,,Gaia DR2 601159910928534144,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-331 b,b,,Gaia DR2 608206676654888064,1.0,2.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-331 c,c,,Gaia DR2 608206676654888064,1.0,2.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-332 b,b,,Gaia DR2 607158571490718208,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-333 b,b,,Gaia DR2 607345660265955456,1.0,1.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-334 b,b,,Gaia DR2 610858393758591104,1.0,1.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-335 b,b,,Gaia DR2 658060049982487040,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-336 b,b,,Gaia DR2 611580390645372672,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-337 b,b,,Gaia DR2 658978451430055936,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-338 b,b,,Gaia DR2 656201703533465088,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-339 b,b,,Gaia DR2 659493675706526848,1.0,1.0,0.0,Transit,2019.0,Space,K2,0.95 m Kepler Telescope,
K2-34 b,b,,Gaia DR2 665757593450097920,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-340 b,b,,Gaia DR2 662705555330268928,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-341 b,b,,Gaia DR2 661398407803108736,1.0,1.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-342 b,b,,Gaia DR2 685749360542215296,1.0,1.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-343 b,b,,Gaia DR2 685818492336147072,1.0,2.0,0.0,Transit,2019.0,Space,K2,0.95 m Kepler Telescope,
K2-343 c,c,,Gaia DR2 685818492336147072,1.0,2.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-344 b,b,,Gaia DR2 685235991691684352,1.0,1.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-345 b,b,,Gaia DR2 685979983106267136,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-346 b,b,,Gaia DR2 677884760027950080,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-347 b,b,,Gaia DR2 678119333962115072,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-348 b,b,,Gaia DR2 690310993768911104,1.0,2.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-348 c,c,,Gaia DR2 690310993768911104,1.0,2.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-349 b,b,,Gaia DR2 3608708904525885440,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-35 b,b,,Gaia DR2 3810609819552494976,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-35 c,c,,Gaia DR2 3810609819552494976,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-350 b,b,,Gaia DR2 3606709167752821632,1.0,2.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-350 c,c,,Gaia DR2 3606709167752821632,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-351 b,b,,Gaia DR2 3613442989278322432,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-352 b,b,,Gaia DR2 632634358985725184,1.0,3.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-352 c,c,,Gaia DR2 632634358985725184,1.0,3.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-352 d,d,,Gaia DR2 632634358985725184,1.0,3.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-353 b,b,,Gaia DR2 3638010855046147200,1.0,1.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-354 b,b,,Gaia DR2 601314254872894080,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-355 b,b,,Gaia DR2 650463970824290816,1.0,1.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-356 b,b,,Gaia DR2 651370037123678080,1.0,1.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-357 b,b,,Gaia DR2 610181468257262464,1.0,1.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-358 b,b,,Gaia DR2 660400738439361280,1.0,1.0,0.0,Transit,2021.0,Space,K2,0.95 m Kepler Telescope,
K2-36 b,b,,Gaia DR2 3811989156889528320,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-36 c,c,,Gaia DR2 3811989156889528320,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-365 b,b,,Gaia DR2 6246622017519183616,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-366 b,b,,Gaia DR2 6245607576304205952,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-367 b,b,,Gaia DR2 2601048588348190976,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-368 b,b,,Gaia DR2 2613924969021549440,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-368 c,c,,Gaia DR2 2613924969021549440,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-368 d,d,,Gaia DR2 2613924969021549440,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-369 b,b,,Gaia DR2 2616766622463761024,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-37 b,b,,Gaia DR2 6049595065740634624,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-37 c,c,,Gaia DR2 6049595065740634624,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-37 d,d,,Gaia DR2 6049595065740634624,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-370 b,b,,Gaia DR2 144150720342734208,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-371 b,b,,Gaia DR2 602466302541172736,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-372 b,b,,Gaia DR2 602348482997667840,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-373 b,b,,Gaia DR2 650623262571412480,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-374 b,b,,Gaia DR2 607937055787752576,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-374 c,c,,Gaia DR2 607937055787752576,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-375 b,b,,Gaia DR2 661453074146753152,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-376 b,b,,Gaia DR2 690025807939789184,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-377 b,b,,Gaia DR2 3610557458450018944,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-378 b,b,,Gaia DR2 3616517223789495424,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-379 b,b,,Gaia DR2 4072055435329128576,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-38 b,b,,Gaia DR2 6237129658760381056,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-38 c,c,,Gaia DR2 6237129658760381056,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-380 b,b,,Gaia DR2 4073600356552513280,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-381 b,b,,Gaia DR2 4081376064109034496,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-381 c,c,,Gaia DR2 4081376064109034496,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-381 d,d,,Gaia DR2 4081376064109034496,1.0,3.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-382 b,b,,Gaia DR2 4083952670840373504,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-383 b,b,,Gaia DR2 4098446119569242752,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-384 b,b,,Gaia DR2 2535107508776249856,1.0,5.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-384 c,c,,Gaia DR2 2535107508776249856,1.0,5.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-384 d,d,,Gaia DR2 2535107508776249856,1.0,5.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-384 e,e,,Gaia DR2 2535107508776249856,1.0,5.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-384 f,f,,Gaia DR2 2535107508776249856,1.0,5.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-385 b,b,,Gaia DR2 2552976943549668352,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-386 b,b,,Gaia DR2 2576755978444329216,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-387 b,b,,Gaia DR2 2580505553613124992,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-388 b,b,,Gaia DR2 2433621314222365312,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-389 b,b,,Gaia DR2 2435647095676990592,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-389 c,c,,Gaia DR2 2435647095676990592,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-39 b,b,,Gaia DR2 2609222216055014144,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-390 b,b,,Gaia DR2 2435650050614494336,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-391 b,b,,Gaia DR2 2439325924144650368,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-392 b,b,,Gaia DR2 2439238852271933568,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-393 b,b,,Gaia DR2 2651117427299894656,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-394 b,b,,Gaia DR2 3406132644545570432,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-395 b,b,,Gaia DR2 3310124801036651008,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-395 c,c,,Gaia DR2 3310124801036651008,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-396 b,b,,Gaia DR2 3405720400701167104,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-396 c,c,,Gaia DR2 3405720400701167104,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-397 b,b,,Gaia DR2 3414370975935397888,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-398 b,b,,Gaia DR2 3809028584392561408,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-398 c,c,,Gaia DR2 3809028584392561408,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-399 b,b,,Gaia DR2 3855957797955377408,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-4 b,b,,Gaia DR2 3792100950048409344,1.0,1.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-400 b,b,,Gaia DR2 3859918999047978240,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-401 b,b,,Gaia DR2 3860043690538404992,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-402 b,b,,Gaia DR2 3865287467650348928,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-403 b,b,,Gaia DR2 3867810120985878272,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-404 b,b,,Gaia DR2 3884361314332210304,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-405 b,b,,Gaia DR2 3871908447498807296,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-406 b,b,,Gaia DR2 6214868495365748096,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-407 b,b,,Gaia DR2 6239581123010344960,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-407 c,c,,Gaia DR2 6239581123010344960,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-408 b,b,,Gaia DR2 6257641627989839744,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-409 b,b,,Gaia DR2 6307338080392893696,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-411 b,b,,Gaia DR2 50884474718017408,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-412 b,b,,Gaia DR2 3409152693750235008,1.0,1.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-413 b,b,,Gaia DR2 2439890557725244800,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-413 c,c,,Gaia DR2 2439890557725244800,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-414 b,b,,Gaia DR2 2634046753364013440,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-414 c,c,,Gaia DR2 2634046753364013440,1.0,2.0,0.0,Transit,2022.0,Space,K2,0.95 m Kepler Telescope,
K2-415 b,b,,Gaia DR2 604215144503584640,1.0,1.0,0.0,Transit,2023.0,Space,K2,0.95 m Kepler Telescope,
K2-416 b,b,,Gaia DR2 2632278807386060288,1.0,1.0,0.0,Transit,2023.0,Space,K2,0.95 m Kepler Telescope,
K2-417 b,b,,Gaia DR2 2437684039751295744,1.0,1.0,0.0,Transit,2023.0,Space,K2,0.95 m Kepler Telescope,
K2-42 b,b,,Gaia DR2 3599651986730350464,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-43 b,b,,Gaia DR2 3789847707126025600,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-43 c,c,,Gaia DR2 3789847707126025600,1.0,2.0,0.0,Transit,2019.0,Space,K2,0.95 m Kepler Telescope,
K2-44 b,b,,Gaia DR2 3793339378098543616,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-45 b,b,,Gaia DR2 3790858845506203264,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-46 b,b,,Gaia DR2 3794162976731206272,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-47 b,b,,Gaia DR2 3811760011794444928,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-48 b,b,,Gaia DR2 3799841752426128896,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-49 b,b,,Gaia DR2 3895843479901597440,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-5 b,b,,Gaia DR2 3791512745687354496,1.0,2.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-5 c,c,,Gaia DR2 3791512745687354496,1.0,2.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-50 b,b,,Gaia DR2 3817000078053804672,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-52 b,b,,Gaia DR2 6049057713786919936,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-53 b,b,,Gaia DR2 6244643373326639360,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-54 b,b,,Gaia DR2 2594546351459477760,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-55 b,b,,Gaia DR2 6825931948041984256,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-57 b,b,,Gaia DR2 2603155390066307456,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-58 b,b,,Gaia DR2 2599975224481836672,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-58 c,c,,Gaia DR2 2599975224481836672,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-58 d,d,,Gaia DR2 2599975224481836672,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-59 b,b,,Gaia DR2 2597903091739512320,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-59 c,c,,Gaia DR2 2597903091739512320,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-6 b,b,,Gaia DR2 3794479262419500160,1.0,1.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-60 b,b,,Gaia DR2 2597973387468989568,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-61 b,b,,Gaia DR2 2598309945401588224,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-62 b,b,,Gaia DR2 2612830229101544704,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-62 c,c,,Gaia DR2 2612830229101544704,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-63 b,b,,Gaia DR2 2612881429407251328,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-63 c,c,,Gaia DR2 2612881429407251328,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-64 b,b,,Gaia DR2 2613822710144971776,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-65 b,b,,,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-66 b,b,,Gaia DR2 2614121364991061888,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-68 b,b,,Gaia DR2 2614734243939231232,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-69 b,b,,Gaia DR2 2614926005638892032,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-7 b,b,,Gaia DR2 3803494845449564672,1.0,1.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-70 b,b,,Gaia DR2 2608811445383136768,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-71 b,b,,Gaia DR2 2608279114251674624,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-72 b,b,,Gaia DR2 2615653023342995584,1.0,4.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-72 c,c,,Gaia DR2 2615653023342995584,1.0,4.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-72 d,d,,Gaia DR2 2615653023342995584,1.0,4.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-72 e,e,,Gaia DR2 2615653023342995584,1.0,4.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-73 b,b,,Gaia DR2 2616071555020488960,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-74 b,b,,Gaia DR2 2609566053956741888,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-75 b,b,,Gaia DR2 2621784209417087360,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-75 c,c,,Gaia DR2 2621784209417087360,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-77 b,b,,Gaia DR2 37619725922094336,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-79 b,b,,Gaia DR2 38127013099258880,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-8 b,b,,Gaia DR2 3797977118144236288,1.0,2.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-8 c,c,,Gaia DR2 3797977118144236288,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-80 b,b,,Gaia DR2 38723395078288256,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-80 c,c,,Gaia DR2 38723395078288256,1.0,3.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-80 d,d,,Gaia DR2 38723395078288256,1.0,3.0,0.0,Transit,2018.0,Space,K2,0.95 m Kepler Telescope,
K2-81 b,b,,Gaia DR2 39738656627501056,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-83 b,b,,Gaia DR2 40139531695379328,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-83 c,c,,Gaia DR2 40139531695379328,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-84 b,b,,Gaia DR2 44062348664673152,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-84 c,c,,Gaia DR2 44062348664673152,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-85 b,b,,Gaia DR2 49784688211974144,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-86 b,b,,Gaia DR2 55994798604873216,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-87 b,b,,Gaia DR2 47908509057301120,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-88 b,b,,Gaia DR2 56983706234931328,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-89 b,b,,Gaia DR2 63206117414110848,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-9 b,b,,Gaia DR2 3795633852707093120,1.0,1.0,0.0,Transit,2015.0,Space,K2,0.95 m Kepler Telescope,
K2-90 b,b,,Gaia DR2 65331198513957376,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-90 c,c,,Gaia DR2 65331198513957376,1.0,2.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-91 b,b,,Gaia DR2 149858216482858112,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-95 b,b,,Gaia DR2 659744295638254336,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-97 b,b,,Gaia DR2 600859258922054272,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-98 b,b,,Gaia DR2 601199802584914816,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
K2-99 b,b,,Gaia DR2 3620612011248988416,1.0,1.0,0.0,Transit,2016.0,Space,K2,0.95 m Kepler Telescope,
KELT-1 b,b,,Gaia DR2 2881784280929695360,1.0,1.0,0.0,Transit,2012.0,Ground,KELT,Mamiya 645 80mm f/1.9,
KELT-10 b,b,,Gaia DR2 6710517793025165696,1.0,1.0,0.0,Transit,2016.0,Ground,KELT-South,Mamiya 645 80mm f/1.9,
KELT-11 b,b,HD 93396,Gaia DR2 3761497761876022400,1.0,1.0,0.0,Transit,2017.0,Ground,KELT-South,Mamiya 645 80mm f/1.9,
KELT-12 b,b,,Gaia DR2 4608935250790855296,1.0,1.0,0.0,Transit,2017.0,Ground,KELT-North,Mamiya 645 80mm f/1.9,
KELT-14 b,b,,Gaia DR2 5560886336446650240,1.0,1.0,0.0,Transit,2016.0,Ground,KELT-South,Mamiya 645 80mm f/1.9,
KELT-15 b,b,,Gaia DR2 5489780919480009472,2.0,1.0,0.0,Transit,2016.0,Ground,KELT-South,Mamiya 645 80mm f/1.9,
KELT-16 b,b,,Gaia DR2 1864885215233116032,2.0,1.0,0.0,Transit,2017.0,Ground,KELT,Mamiya 645 80mm f/1.9,
KELT-17 b,b,,Gaia DR2 651935220461650560,1.0,1.0,0.0,Transit,2016.0,Ground,KELT,Multiple Telescopes,
KELT-18 b,b,,Gaia DR2 1612165353793791488,2.0,1.0,0.0,Transit,2017.0,Ground,KELT-North,Mamiya 645 80mm f/1.9,
KELT-19 A b,b,,Gaia DR2 3142847477107193344,2.0,1.0,0.0,Transit,2017.0,Ground,KELT,Multiple Telescopes,
KELT-2 A b,b,HD 42176,Gaia DR2 3438059369839738624,2.0,1.0,0.0,Transit,2012.0,Ground,KELT,Mamiya 645 80mm f/1.9,
